Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1782777822,214007024,61,0,0,0,0.00,12.37
1782777823,214011739,71,0,1,0,0.00,18.00
1782777824,213995457,52,0,0,0,0.00,14.85
1782777825,214026177,53,0,0,0,0.00,15.69
1782777826,214004900,40,0,0,0,0.00,11.11
1782777827,214019626,45,0,0,0,0.00,16.19
1782777828,214004354,42,0,0,0,0.00,7.37
1782777829,214018085,44,1,1,0,0.00,12.00
1782777830,214009818,40,1,2,0,0.00,10.31
1782777831,214007554,52,0,1,0,0.00,10.42
1782777832,213987292,48,0,0,0,0.00,9.47
1782777833,214866046,43,0,0,0,0.10,10.20
1782777834,213989777,39,0,0,0,0.00,8.25
1782777835,213994524,45,0,0,0,0.00,7.45
1782777836,214221276,45,0,0,0,0.00,12.12
1782777837,213989024,42,0,0,0,0.00,11.22
1782777838,214014779,46,0,0,0,0.00,12.12
1782777839,213989535,45,0,0,0,0.00,10.20
1782777840,213992294,49,0,0,0,0.00,9.38
1782777841,213987056,39,0,0,0,0.00,4.30
1782777842,214009820,31,0,0,0,0.00,12.62
1782777843,214011587,28,0,1,0,0.00,7.07
1782777844,213996356,44,0,0,0,0.00,16.35
1782777845,214008128,43,0,0,0,0.00,8.25
1782777846,214019903,60,0,0,0,0.00,10.64
1782777847,213977679,80,0,0,0,0.00,12.09
1782777848,213989459,75,0,0,0,0.00,20.59
1782777849,214020241,46,0,0,0,0.00,11.11
1782777850,214008026,56,0,0,0,0.00,13.13
1782777851,214021813,51,0,0,0,0.00,26.32
1782777852,214014602,41,1,2,0,0.00,14.42
1782777853,214013394,41,1,1,0,0.00,7.37
1782777854,213981188,44,0,0,0,0.00,12.12
1782777855,213989985,51,0,0,0,0.00,9.47
1782777856,214002785,51,0,0,0,0.00,19.63
1782777857,214001587,51,0,0,0,0.00,10.31
1782777858,213994391,42,1,1,0,0.00,11.11
1782777859,213995198,48,0,0,0,0.00,13.73
1782777860,213995007,70,0,0,0,0.00,18.18
1782777861,214699829,127,0,0,0,0.10,24.24
1782777862,214015633,126,0,0,0,0.00,21.65
1782777863,213998450,114,0,0,0,0.00,20.41
1782777864,214009269,38,0,0,0,0.00,8.16
1782777865,214004090,45,0,0,0,0.00,12.87
1782777866,214018915,54,0,1,0,0.00,15.84
1782777867,213997741,40,0,1,0,0.00,12.00
1782777868,214007570,36,0,0,0,0.00,11.76
1782777869,213998401,54,0,0,0,0.00,14.00
1782777870,213983234,57,0,0,0,0.00,14.29
1782777871,213989070,47,0,0,0,0.00,9.28
1782777872,213986908,48,2,1,0,0.00,9.47
1782777873,213996749,52,1,1,0,0.00,14.00
1782777874,214003593,41,0,0,0,0.00,7.37
1782777875,213996438,48,0,0,0,0.00,13.86
1782777876,213989286,46,0,0,0,0.00,12.12
1782777877,213994136,34,1,1,0,0.00,9.90
1782777878,213995989,40,0,0,0,0.00,10.20
1782777879,213989844,49,0,0,0,0.00,12.12
1782777880,213991702,46,0,0,0,0.00,13.00
1782777881,213996561,37,0,0,0,0.00,7.29
1782777882,214017424,30,0,0,0,0.00,4.17
1782777883,214003288,36,0,0,0,0.00,9.09
1782777884,214002155,46,1,1,0,0.00,11.22
1782777885,214016024,41,0,0,0,0.00,9.18
1782777886,214009896,40,0,0,0,0.00,11.00
1782777887,213988769,38,0,0,0,0.00,7.14
1782777888,214003646,33,1,1,0,0.00,5.21
1782777889,213997524,45,0,0,0,0.00,11.11
1782777890,213989405,42,0,0,0,0.00,10.20
1782777891,214020289,33,0,0,0,0.00,6.19
1782777892,213998174,42,0,0,0,0.00,11.11
1782777893,213983061,42,0,0,0,0.00,11.00
1782777894,213991951,47,0,0,0,0.00,11.11
1782777895,213994844,43,0,0,0,0.00,13.73
1782777896,213997739,23,0,0,0,0.00,6.12
1782777897,213999635,41,1,1,0,0.00,12.00
1782777898,213996535,48,0,0,0,0.00,13.13
1782777899,213993436,44,0,0,0,0.00,12.00
1782777900,214001340,31,0,1,0,0.00,6.19
1782777901,214000246,48,1,1,0,0.00,13.00
1782777902,213999154,38,0,0,0,0.00,16.19
1782777903,213995065,16,0,0,0,0.00,3.06
1782777904,214000978,46,1,1,0,0.00,10.20
1782777905,214007893,50,0,0,0,0.00,11.22
1782777906,213996810,39,0,0,0,0.00,10.10
1782777907,214002730,44,0,0,0,0.00,9.28
1782777908,214021652,64,0,0,0,0.00,20.59
1782777909,214022576,57,0,0,0,0.00,13.27
1782777910,213981501,53,1,1,0,0.00,14.85
1782777911,214246434,34,0,0,0,0.00,23.16
1782777912,213985361,60,1,0,0,0.00,17.65
1782777913,214008294,46,0,0,0,0.00,10.20
1782777914,213993229,37,1,1,0,0.00,10.10
1782777915,213994166,47,0,0,0,0.00,12.12
1782777916,214049106,40,0,0,0,0.00,11.88
1782777917,213980047,59,0,0,0,0.00,15.00
1782777918,213987991,56,0,0,0,0.00,15.69
1782777919,213992937,42,0,1,0,0.00,14.56
1782777920,213998886,37,0,0,0,0.00,9.18
1782777921,213980836,142,0,0,0,0.00,22.68
1782777922,214018789,171,0,0,0,0.00,23.91
1782777923,213997743,73,0,0,0,0.00,16.16
1782777924,213988700,38,0,0,0,0.00,10.00
1782777925,214007660,41,0,1,0,0.00,10.20
1782777926,214000621,40,0,0,0,0.00,11.11
1782777927,213988584,52,0,0,0,0.00,11.34
1782777928,214019550,38,0,0,0,0.00,8.25
1782777929,214005518,36,0,1,0,0.00,11.00
1782777930,213999488,46,0,0,0,0.00,12.00
1782777931,213992460,51,0,1,0,0.00,13.86
1782777932,214003434,41,0,0,0,0.00,15.38
1782777933,214000410,53,0,0,0,0.00,16.50
1782777934,213997389,34,0,0,0,0.00,8.16
1782777935,213996369,43,0,1,0,0.00,12.00
1782777936,214017352,50,0,0,0,0.00,13.13
1782777937,213997337,33,0,0,0,0.00,11.65
1782777938,213992324,67,1,1,0,0.00,21.15
1782777939,213998313,39,0,0,0,0.00,11.00
1782777940,214351309,43,1,1,0,0.00,12.87
1782777941,213995297,35,1,2,0,0.00,10.10
1782777942,214010293,31,1,1,0,0.00,4.26
1782777943,213998290,45,0,0,0,0.00,11.11
1782777944,213990289,39,0,0,0,0.00,8.16
1782777945,214004291,44,0,0,0,0.00,12.75
1782777946,214011295,40,0,0,0,0.00,12.75
1782777947,213995300,43,1,2,0,0.00,15.38
1782777948,214019308,31,0,1,0,0.00,5.21
1782777949,213979318,33,2,2,0,0.00,11.76
1782777950,213991330,48,0,0,0,0.00,15.69
1782777951,213990344,37,0,0,0,0.00,5.26
1782777952,213986360,47,0,1,0,0.00,12.12
1782777953,213987378,31,0,0,0,0.00,6.19
1782777954,214001398,37,0,0,0,0.00,12.62
1782777955,214017421,34,0,0,0,0.00,6.12
1782777956,213999445,56,0,0,0,0.00,15.84
1782777957,214011471,39,1,1,0,0.00,8.33
1782777958,214007499,36,0,0,0,0.00,10.00
1782777959,213980529,49,1,1,0,0.00,12.24
1782777960,213998562,36,3,3,0,0.00,9.18
1782777961,214767607,38,0,0,0,0.00,10.00
1782777962,213998632,27,1,1,0,0.00,8.08
1782777963,213999671,27,1,1,0,0.00,8.00
1782777964,214020711,50,0,0,0,0.00,10.42
1782777965,213996753,41,1,1,0,0.00,6.38
1782777966,213979798,51,0,0,0,0.00,10.31
1782777967,213991844,50,0,0,0,0.00,13.00
1782777968,213992893,66,0,0,0,0.00,21.36
1782777969,213991943,63,0,0,0,0.00,10.64
1782777970,214018996,53,0,0,0,0.00,14.00
1782777971,213990049,39,0,0,0,0.00,25.77
1782777972,214012106,51,0,0,0,0.00,9.18
1782777973,214018164,48,0,0,0,0.00,8.33
1782777974,213984224,40,0,0,0,0.00,16.35
1782777975,214011287,46,1,1,0,0.00,15.38
1782777976,213989350,43,1,1,0,0.00,9.38
1782777977,214008417,36,0,0,0,0.00,10.00
1782777978,213991485,46,0,0,0,0.00,12.00
1782777979,214010555,44,0,0,0,0.00,12.12
1782777980,214000627,37,0,0,0,0.00,10.89
1782777981,213989700,43,0,0,0,0.00,10.10
1782777982,214217779,107,1,0,0,0.00,14.89
1782777983,214002854,37,0,1,0,0.00,10.89
1782777984,214013934,53,0,0,0,0.00,15.69
1782777985,213993015,52,0,0,0,0.00,15.53
1782777986,213993099,33,0,0,0,0.00,8.16
1782777987,213993184,43,0,0,0,0.00,12.00
1782777988,214006272,50,0,0,0,0.00,9.38
1782777989,214005361,35,0,0,0,0.00,10.00
1782777990,214008452,38,0,0,0,0.00,3.26
1782777991,214020545,71,0,0,0,0.00,19.42
1782777992,213998640,79,0,0,0,0.00,14.89
1782777993,214008737,46,1,2,0,0.00,14.71
1782777994,213991836,41,1,1,0,0.00,10.20
1782777995,214017937,48,2,1,0,0.00,12.12
1782777996,214001039,51,1,1,0,0.00,12.24
1782777997,213994143,54,1,2,0,0.00,14.85
1782777998,214000250,38,0,0,0,0.00,10.20
1782777999,213978357,40,0,0,0,0.00,13.46
1782778000,213992468,41,0,0,0,0.00,9.18
1782778001,214006580,52,0,0,0,0.00,13.13
1782778002,213999693,57,1,1,0,0.00,13.27
1782778003,214006698,39,0,0,0,0.00,12.75
1782778004,213992003,42,0,0,0,0.00,11.22
1782778005,214006501,50,2,2,0,0.00,15.69
1782778006,213991204,48,0,0,0,0.00,13.00
1782778007,213996104,48,0,0,0,0.00,13.73
1782778008,214012195,50,0,0,0,0.00,10.42
1782778009,214024491,48,1,1,0,0.00,14.00
1782778010,213993987,44,0,0,0,0.00,11.22
1782778011,213986678,12,1,1,0,0.00,3.03
1782778012,213989565,60,0,0,0,0.00,9.57
1782778013,214007647,74,0,0,0,0.00,16.49
1782778014,213988928,73,0,1,0,0.00,15.46
1782778015,213986402,66,0,0,0,0.00,16.16
1782778016,213984072,50,1,1,0,0.00,9.38
1782778017,214005934,65,1,2,0,0.00,13.68
1782778018,213989988,55,0,0,0,0.00,14.00
1782778019,213996237,72,0,0,0,0.00,18.18
1782778020,214015680,65,0,0,0,0.00,20.00
1782778021,213999321,55,0,0,0,0.00,12.24
1782778022,213993149,56,0,0,0,0.00,6.52
1782778023,214004168,43,0,0,0,0.00,10.10
1782778024,213979376,59,1,1,0,0.00,12.50
1782778025,214014775,59,2,2,0,0.00,11.58
1782778026,213988377,63,1,1,0,0.00,12.50
1782778027,214007164,90,0,0,0,0.00,19.59
1782778028,213987146,116,0,0,0,0.00,25.77
1782778029,213998316,66,1,1,0,0.00,16.33
1782778030,213980675,48,0,0,0,0.00,10.31
1782778031,213970226,52,0,0,0,0.00,30.30
1782778032,213990962,57,0,2,0,0.00,17.31
1782778033,214004888,53,0,1,0,0.00,13.13
1782778034,213992004,79,1,1,0,0.00,21.57
1782778035,214006302,53,0,0,0,0.00,12.24
1782778036,213978792,60,0,0,0,0.00,14.14
1782778037,214007467,56,1,2,0,0.00,12.37
1782778038,213977336,65,0,0,0,0.00,12.63
1782778039,213982389,65,1,1,0,0.00,14.43
1782778040,213998626,56,0,0,0,0.00,13.40
1782778041,214018049,51,0,0,0,0.00,14.85
1782778042,214009660,51,0,0,0,0.00,10.31
1782778043,213997456,37,0,0,0,0.00,12.62
1782778044,213986437,59,0,0,0,0.00,17.48
1782778045,213999600,64,0,0,0,0.00,19.61
1782778046,213984949,59,0,0,0,0.00,14.14
1782778047,213990480,53,0,0,0,0.00,14.14
1782778048,213993194,50,3,5,0,0.00,13.27
1782778049,213985092,49,0,0,0,0.00,13.73
1782778050,213996170,44,1,2,0,0.00,13.86
1782778051,213996432,64,0,0,0,0.00,13.54
1782778052,213992876,54,1,1,0,0.00,13.27
1782778053,213985502,72,0,0,0,0.00,14.58
1782778054,214531259,62,1,1,0,0.00,9.68
1782778055,214025291,75,1,2,0,0.00,14.89
1782778056,213989462,56,0,0,0,0.00,19.05
1782778057,214015807,55,0,0,0,0.00,15.00
1782778058,214019333,63,0,1,0,0.00,16.83
1782778059,214000041,54,0,0,0,0.00,14.00
1782778060,214010919,48,0,0,0,0.00,10.31
1782778061,214018982,59,0,0,0,0.00,12.37
1782778062,213986227,45,0,0,0,0.00,12.12
1782778063,214018640,41,0,0,0,0.00,10.00
1782778064,213993239,67,1,2,0,0.00,14.58
1782778065,213996014,41,0,0,0,0.00,9.18
1782778066,213989965,37,1,0,0,0.00,5.26
1782778067,213984094,62,0,0,0,0.00,16.00
1782778068,214005396,64,0,0,0,0.00,12.63
1782778069,213989877,56,0,0,0,0.00,11.34
1782778070,213997531,44,1,1,0,0.00,11.22
1782778071,214003361,47,0,0,0,0.00,12.87
1782778072,213990367,50,0,0,0,0.00,13.00
1782778073,214014545,52,1,1,0,0.00,11.34
1782778074,213985901,58,0,0,0,0.00,11.34
1782778075,213990428,45,0,0,0,0.00,12.87
1782778076,213979130,55,0,0,0,0.00,14.14
1782778077,213997002,53,1,2,0,0.00,12.37
1782778078,214368017,64,1,1,0,0.00,16.00
1782778079,214007267,137,0,0,0,0.00,25.25
1782778080,213993659,137,0,0,0,0.00,19.79
1782778081,213994222,121,0,0,0,0.00,19.15
1782778082,213990950,30,0,1,0,0.00,11.76
1782778083,214006854,45,1,2,0,0.00,8.33
1782778084,214005930,53,0,0,0,0.00,13.27
1782778085,214016172,44,0,0,0,0.00,11.00
1782778086,213988591,64,0,0,0,0.00,13.54
1782778087,214007175,94,0,0,0,0.00,25.71
1782778088,214018930,67,0,0,0,0.00,18.63
1782778089,213986857,65,0,0,0,0.00,14.43
1782778090,213988951,63,2,3,0,0.00,10.87
1782778091,214102203,64,0,1,0,0.00,29.70
1782778092,213994642,44,0,0,0,0.00,12.50
1782778093,213980237,53,1,1,0,0.00,14.14
1782778094,213990001,47,0,0,0,0.00,14.85
1782778095,213996933,31,0,0,0,0.00,2.13
1782778096,213982033,52,0,0,0,0.00,11.34
1782778097,214014296,36,0,0,0,0.00,4.26
1782778098,213989729,42,0,0,0,0.00,11.88
1782778099,213991326,48,0,0,0,0.00,9.38
1782778100,213993086,42,0,0,0,0.00,12.87
1782778101,213996007,39,0,0,0,0.00,11.00
1782778102,214001098,50,0,0,0,0.00,8.42
1782778103,214371323,48,1,1,0,0.00,8.33
1782778104,213972776,124,0,0,0,0.00,19.19
1782778105,213987358,73,1,1,0,0.00,11.58
1782778106,213994105,30,0,0,0,0.00,9.90
1782778107,214014014,43,0,0,0,0.00,14.56
1782778108,213991087,32,0,0,0,0.00,8.16
1782778109,214022319,44,0,0,0,0.00,6.38
1782778110,214015716,39,1,1,0,0.00,11.00
1782778111,213990263,48,0,0,0,0.00,9.28
1782778112,214001984,51,0,0,0,0.00,11.34
1782778113,214018866,41,0,0,0,0.00,8.25
1782778114,213986912,34,1,1,0,0.00,8.25
1782778115,213992117,39,0,0,0,0.00,9.09
1782778116,214002481,38,0,0,0,0.00,10.10
1782778117,213989005,50,1,1,0,0.00,14.85
1782778118,213993690,43,0,0,0,0.00,12.00
1782778119,214020532,47,0,0,0,0.00,10.20
1782778120,214019536,42,0,0,0,0.00,12.00
1782778121,214007699,37,1,1,0,0.00,9.18
1782778122,214009017,34,0,0,0,0.00,6.19
1782778123,213989494,30,0,0,0,0.00,9.80
1782778124,213988131,48,0,0,0,0.00,13.00
1782778125,213993925,36,0,0,0,0.00,13.59
1782778126,213993877,38,0,0,0,0.00,6.32
1782778127,213994986,48,0,5,0,0.00,15.53
1782778128,213987252,42,0,8,0,0.00,13.00
1782778129,213992673,30,0,0,0,0.00,8.00
1782778130,213981250,41,1,1,0,0.00,9.47
1782778131,213987983,43,0,0,0,0.00,11.00
1782778132,213999869,47,1,1,0,0.00,11.22
1782778133,213991911,47,0,0,0,0.00,12.00
1782778134,214003110,76,0,0,0,0.00,19.61
1782778135,213996464,42,0,0,0,0.00,11.88
1782778136,213993972,42,1,1,0,0.00,8.42
1782778137,213999633,45,0,0,0,0.00,16.19
1782778138,213988449,45,0,0,0,0.00,12.24
1782778139,214016415,36,0,0,0,0.00,6.19
1782778140,214014537,35,0,0,0,0.00,10.00
1782778141,214006809,36,0,0,0,0.00,5.21
1782778142,213988236,27,0,0,0,0.00,8.08
1782778143,214014811,25,0,0,0,0.00,8.82
1782778144,213998543,41,1,1,0,0.00,10.20
1782778145,214006423,34,1,1,0,0.00,7.22
1782778146,214015453,35,1,1,0,0.00,9.09
1782778147,213999638,48,0,0,0,0.00,10.20
1782778148,214019972,64,1,0,0,0.00,14.74
1782778149,213986460,47,0,0,0,0.00,11.22
1782778150,214007092,50,0,0,0,0.00,12.12
1782778151,214010877,46,0,0,0,0.00,11.11
1782778152,213997811,34,0,0,0,0.00,23.71
1782778153,214010892,47,0,1,0,0.00,12.12
1782778154,213990127,40,0,0,0,0.00,11.11
1782778155,214015502,43,0,0,0,0.00,10.20
1782778156,213996033,40,0,0,0,0.00,8.16
1782778157,214009710,38,0,0,0,0.00,10.10
1782778158,214003536,38,1,1,0,0.00,11.00
1782778159,214004510,47,0,0,0,0.00,16.35
1782778160,214005621,42,1,1,0,0.00,10.31
1782778161,214007886,44,1,2,0,0.00,12.00
1782778162,214008297,36,0,0,0,0.00,7.22
1782778163,214009859,35,1,2,0,0.00,11.88
1782778164,214016566,29,0,0,0,0.00,7.07
1782778165,214012419,47,0,0,0,0.00,7.37
1782778166,213999418,49,0,0,0,0.00,20.37
1782778167,213989563,47,0,0,0,0.00,15.38
1782778168,214005850,39,0,0,0,0.00,9.18
1782778169,214010283,41,1,1,0,0.00,10.20
1782778170,214003861,51,0,0,0,0.00,11.34
1782778171,214013581,41,0,0,0,0.00,10.10
1782778172,214002445,45,0,1,0,0.00,9.47
1782778173,213987455,46,1,1,0,0.00,9.47
1782778174,213985607,38,0,0,0,0.00,7.22
1782778175,214012900,38,1,1,0,0.00,10.10
1782778176,213996338,48,1,2,0,0.00,12.24
1782778177,213996918,35,0,0,0,0.00,4.21
1782778178,213992640,41,0,0,0,0.00,14.56
1782778179,213978504,42,0,0,0,0.00,10.20
1782778180,214033506,44,0,0,0,0.00,12.75
1782778181,213989655,48,0,0,0,0.00,14.00
1782778182,213993942,45,0,0,0,0.00,11.11
1782778183,214002369,38,1,1,0,0.00,10.10
1782778184,213997935,32,0,0,0,0.00,9.09
1782778185,214006642,49,0,0,0,0.00,10.31
1782778186,213995491,39,0,0,0,0.00,9.09
1782778187,213987477,43,0,0,0,0.00,11.11
1782778188,214005603,28,1,0,0,0.00,10.68
1782778189,214011869,37,0,1,0,0.00,7.22
1782778190,213991275,24,0,0,0,0.00,6.12
1782778191,213989817,32,0,0,0,0.00,9.09
1782778192,213986499,37,0,0,0,0.00,11.88
1782778193,213990316,44,0,0,0,0.00,13.59
1782778194,213985270,38,0,0,0,0.00,11.00
1782778195,213986363,47,0,1,0,0.00,10.31
1782778196,213992578,35,1,1,0,0.00,6.32
1782778197,213989947,38,0,1,0,0.00,10.89
1782778198,214019450,25,0,0,0,0.00,5.15
1782778199,213998094,35,0,0,0,0.00,12.62
1782778200,213989872,41,2,2,0,0.00,13.59
1782778201,213997784,50,0,0,0,0.00,12.12
1782778202,213974819,24,2,2,0,0.00,17.35
1782778203,214003001,37,1,1,0,0.00,10.78
1782778204,213991322,48,0,0,0,0.00,11.22
1782778205,214017773,37,0,1,0,0.00,11.88
1782778206,213990363,75,0,0,0,0.00,18.37
1782778207,214004085,80,1,1,0,0.00,22.33
1782778208,213990943,57,0,0,0,0.00,19.05
1782778209,213987932,50,0,0,0,0.00,11.34
1782778210,214016052,41,0,0,0,0.00,9.18
1782778211,214013310,56,0,0,0,0.00,15.69
1782778212,213971703,46,0,0,0,0.00,28.71
1782778213,214011222,54,0,0,0,0.00,14.85
1782778214,213980877,51,0,0,0,0.00,13.27
1782778215,213987664,43,0,0,0,0.00,9.18
1782778216,213999580,40,0,0,0,0.00,7.29
1782778217,213986632,42,2,1,0,0.00,8.42
1782778218,213992814,44,0,0,0,0.00,9.28
1782778219,214011125,33,1,1,0,0.00,5.21
1782778220,213991571,43,0,0,0,0.00,12.12
1782778221,214012145,44,0,0,0,0.00,12.87
1782778222,213989851,29,1,1,0,0.00,8.91
1782778223,214007686,40,1,1,0,0.00,9.38
1782778224,213997652,34,0,0,0,0.00,12.50
1782778225,213999746,42,0,0,0,0.00,9.28
1782778226,213995971,57,0,0,0,0.00,15.00
1782778227,214010323,38,1,1,0,0.00,8.25
1782778228,214389779,49,1,1,0,0.00,12.24
1782778229,214020413,51,1,0,0,0.00,10.31
1782778230,214018153,38,0,0,0,0.00,8.16
1782778231,214002020,44,1,1,0,0.00,12.00
1782778232,214020011,32,1,0,0,0.00,13.59
1782778233,214007134,46,0,0,0,0.00,10.20
1782778234,213992385,52,0,0,0,0.00,14.00
1782778235,213995761,32,0,0,0,0.00,8.16
1782778236,214596227,35,0,1,0,0.00,7.14
1782778237,213993894,45,0,0,0,0.00,6.45
1782778238,213986650,43,0,0,0,0.00,12.87
1782778239,214019530,34,0,0,0,0.00,9.00
1782778240,214008539,44,1,0,0,0.00,11.22
1782778241,213998672,52,0,0,0,0.00,13.86
1782778242,214330910,31,2,2,0,0.00,7.22
1782778243,214010313,47,0,0,0,0.00,10.10
1782778244,213992822,50,0,0,0,0.00,12.24
1782778245,214021452,34,0,0,0,0.00,9.09
1782778246,213998211,38,0,0,0,0.00,9.18
1782778247,214011092,35,0,0,0,0.00,7.14
1782778248,213989098,42,0,1,0,0.00,11.11
1782778249,214022206,29,0,0,0,0.00,5.21
1782778250,213985461,41,1,1,0,0.00,6.45
1782778251,213987836,36,1,1,0,0.00,11.76
1782778252,213991334,39,1,1,0,0.00,12.75
1782778253,214013954,38,0,1,0,0.00,14.29
1782778254,214014698,38,2,2,0,0.00,16.19
1782778255,214000565,40,0,0,0,0.00,11.76
1782778256,213985553,51,0,0,0,0.00,14.00
1782778257,213995662,46,1,1,0,0.00,14.56
1782778258,213989893,40,0,0,0,0.00,9.28
1782778259,214013244,38,0,0,0,0.00,10.00
1782778260,213993719,63,0,0,0,0.00,15.31
1782778261,213992312,38,0,0,0,0.00,10.10
1782778262,213998026,30,1,1,0,0.00,11.76
1782778263,214019859,18,0,0,0,0.00,5.05
1782778264,214018814,38,0,0,0,0.00,11.76
1782778265,214005889,46,1,2,0,0.00,8.42
1782778266,213997084,59,0,0,0,0.00,14.43
1782778267,213986398,65,0,0,0,0.00,13.54
1782778268,213992831,61,1,1,0,0.00,12.50
1782778269,213994383,50,0,0,0,0.00,11.22
1782778270,213989050,53,0,0,0,0.00,14.14
1782778271,214006838,35,0,0,0,0.00,4.21
1782778272,213990746,38,0,0,0,0.00,24.74
1782778273,214009770,50,1,1,0,0.00,7.29
1782778274,213996912,58,0,0,0,0.00,16.83
1782778275,214034171,55,0,0,0,0.00,9.38
1782778276,213999547,39,0,0,0,0.00,12.00
1782778277,213985043,44,0,0,0,0.00,10.20
1782778278,213995650,45,0,1,0,0.00,8.33
1782778279,214009378,39,1,0,0,0.00,9.18
1782778280,214104217,35,0,0,0,0.00,11.00
1782778281,213998184,40,0,0,0,0.00,11.11
1782778282,213993261,32,0,0,0,0.00,11.65
1782778283,213990454,37,0,0,0,0.00,10.00
1782778284,213987762,40,2,1,0,0.00,12.00
1782778285,214019183,43,0,0,0,0.00,9.28
1782778286,213998723,38,0,0,0,0.00,9.18
1782778287,213996376,46,0,0,0,0.00,13.13
1782778288,213991144,31,0,0,0,0.00,9.90
1782778289,213992025,49,0,0,0,0.00,12.12
1782778290,214008020,36,0,0,0,0.00,6.25
1782778291,213995131,36,0,0,0,0.00,9.09
1782778292,214000354,44,1,1,0,0.00,11.34
1782778293,213993691,31,0,0,0,0.00,11.65
1782778294,214006141,40,1,1,0,0.00,9.09
1782778295,214009704,38,0,0,0,0.00,10.10
1782778296,214010379,41,0,0,0,0.00,11.88
1782778297,214028167,45,0,0,0,0.00,12.00
1782778298,214664033,50,0,0,0,0.10,11.34
1782778299,214012082,41,0,0,0,0.00,13.59
1782778300,214019202,41,1,1,0,0.00,7.29
1782778301,214003440,41,1,1,0,0.00,12.00
1782778302,213998788,40,0,0,0,0.00,13.46
1782778303,214939196,41,0,0,0,0.10,9.18
1782778304,214829773,41,0,0,0,0.10,10.31
1782778305,213989500,43,0,0,0,0.00,10.20
1782778306,214009291,33,0,1,0,0.00,10.78
1782778307,214018193,36,0,0,0,0.00,8.16
1782778308,213992207,33,0,0,0,0.00,7.14
1782778309,213995329,34,0,0,0,0.00,8.08
1782778310,213992562,37,0,0,0,0.00,6.38
1782778311,213991904,21,0,0,0,0.00,7.84
1782778312,214003353,69,0,0,0,0.00,15.46
1782778313,214576883,39,0,0,0,0.00,10.89
1782778314,214019582,51,0,0,0,0.00,9.47
1782778315,214553331,46,0,0,0,0.00,13.86
1782778316,213995246,32,1,1,0,0.00,9.09
1782778317,214016240,40,0,0,0,0.00,12.75
1782778318,214003343,49,0,0,0,0.00,10.31
1782778319,214018553,36,1,1,0,0.00,11.00
1782778320,214007873,33,1,1,0,0.00,9.00
1782778321,213979301,41,1,1,0,0.00,9.18
1782778322,213991832,27,0,1,0,0.00,11.65
1782778323,214015470,21,0,0,0,0.00,8.82
1782778324,214004218,52,0,1,0,0.00,13.00
1782778325,214001071,37,0,1,0,0.00,9.09
1782778326,214152024,32,1,0,0,0.00,8.00
1782778327,214001098,70,0,0,0,0.00,15.46
1782778328,213997271,69,1,1,0,0.00,14.74
1782778329,214002549,41,0,0,0,0.00,10.20
1782778330,213992933,40,0,0,0,0.00,9.18
1782778331,214447398,39,0,0,0,0.00,13.46
1782778332,214380996,39,0,1,0,0.10,30.39
1782778333,214168706,49,1,1,0,0.10,10.20
1782778334,213997518,39,0,0,0,0.00,12.00
1782778335,214013425,36,0,0,0,0.00,5.26
1782778336,214006438,43,0,0,0,0.00,11.11
1782778337,214020555,35,0,1,0,0.00,9.09
1782778338,213994773,38,0,0,0,0.00,9.18
1782778339,213992095,33,0,0,0,0.00,5.21
1782778340,214293507,50,0,0,0,0.00,14.00
1782778341,214019052,32,0,0,0,0.00,6.19
1782778342,214547660,38,0,0,0,0.00,4.26
1782778343,213992425,46,0,0,0,0.00,13.00
1782778344,214020261,42,0,0,0,0.00,12.00
1782778345,213996205,54,1,1,0,0.00,14.14
1782778346,214017245,25,0,0,0,0.00,4.17
1782778347,214010392,32,0,0,0,0.00,9.90
1782778348,214013640,46,0,0,0,0.00,8.25
1782778349,214020990,38,0,0,0,0.00,11.11
1782778350,214018439,43,0,0,0,0.00,14.71
1782778351,214001993,72,0,0,0,0.00,21.57
1782778352,213999648,68,1,1,0,0.00,17.71
1782778353,214462379,53,0,0,0,0.00,15.31
1782778354,214800218,65,0,0,0,0.00,24.30
1782778355,214005213,59,0,0,0,0.00,16.16
1782778356,214012270,36,0,0,0,0.00,7.22
1782778357,214015426,32,0,0,0,0.00,2.15
1782778358,214010681,42,0,0,0,0.00,11.11
1782778359,214017038,43,0,1,0,0.00,8.33
1782778360,214577466,34,0,1,0,0.00,7.22
1782778361,214014049,34,0,0,0,0.00,11.76
1782778362,214488680,46,0,0,0,0.00,10.10
1782778363,213989455,32,0,0,0,0.00,6.19
1782778364,214020306,42,0,0,0,0.00,13.73
1782778365,214021255,26,0,0,0,0.00,8.82
1782778366,213988305,52,1,1,0,0.00,11.46
1782778367,213991448,47,0,0,0,0.00,11.88
1782778368,213989693,27,0,0,0,0.00,5.21
1782778369,214071032,42,0,0,0,0.00,8.25
1782778370,213987477,43,0,0,0,0.00,13.00
1782778371,214020012,37,0,0,0,0.00,10.20
1782778372,215115592,28,0,0,0,0.10,7.07
1782778373,214018376,47,0,0,0,0.00,11.11
1782778374,213988206,42,0,0,0,0.00,5.38
1782778375,213997131,46,0,0,0,0.00,10.20
1782778376,214002151,33,0,0,0,0.00,5.26
1782778377,214047268,45,1,1,0,0.00,13.00
1782778378,214000484,40,0,0,0,0.00,10.00
